Epoch,Step,Loss
18,1870,0.42714208364486694
18,1880,0.30012214183807373
18,1890,0.19395604729652405
18,1900,0.18366491794586182
18,1910,0.17782360315322876
18,1920,0.24570241570472717
18,1930,0.712149977684021
18,1940,0.44800248742103577
18,1950,1.6020405292510986
18,1960,0.785118818283081
18,1970,0.8941740989685059
18,1980,0.4082499146461487
18,1990,0.18005448579788208
18,2000,0.25637269020080566
18,2010,1.1325628757476807
18,2020,1.0974805355072021
18,2030,0.25104087591171265
18,2040,0.23964928090572357
18,2050,0.21543249487876892
18,2060,0.6176328659057617
18,2070,0.29946058988571167
18,2080,0.7482300996780396
18,2090,0.6087031960487366
18,2100,0.2936260998249054
18,2110,0.16847610473632812
18,2120,0.1687289923429489
18,2130,0.1719856858253479
18,2140,0.20662596821784973
18,2150,0.6386423110961914
18,2160,0.6193864941596985
18,2170,0.3476213812828064
18,2180,0.19822120666503906
18,2190,0.1862330585718155
18,2200,0.1883687973022461
18,2210,0.25409722328186035
18,2220,0.3483116030693054
18,2230,0.7373543977737427
18,2240,0.19831553101539612
18,2250,0.20000940561294556
19,1900,0.18593469262123108
19,1910,0.18886108696460724
19,1920,0.18568189442157745
19,1930,0.19391033053398132
19,1940,0.2605922818183899
19,1950,0.18581274151802063
19,1960,0.1789577603340149
19,1970,0.23999662697315216
19,1980,0.5554964542388916
19,1990,0.519974410533905
19,2000,0.24034741520881653
19,2010,0.21608997881412506
19,2020,0.2226446270942688
19,2030,0.23026607930660248
19,2040,0.21099381148815155
19,2050,0.4376397132873535
19,2060,4.876931190490723
19,2070,0.21121306717395782
19,2080,0.16952818632125854
19,2090,0.16025692224502563
19,2100,0.16371048986911774
19,2110,0.16848468780517578
19,2120,0.1702992171049118
19,2130,0.17426498234272003
19,2140,0.1651545912027359
19,2150,0.19276966154575348
19,2160,0.18103370070457458
19,2170,0.20988494157791138
19,2180,0.16456937789916992
19,2190,0.20685726404190063
19,2200,0.2701442837715149
19,2210,0.1815284788608551
19,2220,0.2058919221162796
19,2230,0.17049790918827057
19,2240,0.17869219183921814
19,2250,0.17284342646598816
19,2260,0.1945849359035492
19,2270,0.16934934258460999
19,2280,0.1623603105545044
19,2290,0.1657348871231079
19,2300,0.16124966740608215
19,2310,0.1603226363658905
19,2320,0.16735216975212097
19,2330,0.18781496584415436
19,2340,0.19949328899383545
19,2350,0.18556472659111023
20,2000,0.23567798733711243
20,2010,2.7633018493652344
20,2020,3.411181688308716
20,2030,0.16822759807109833
20,2040,0.16033124923706055
20,2050,0.1732400804758072
20,2060,0.17322467267513275
20,2070,0.17741987109184265
20,2080,0.1864035576581955
20,2090,0.16020801663398743
20,2100,0.17104566097259521
20,2110,0.16111721098423004
20,2120,0.16885873675346375
20,2130,0.1953604817390442
20,2140,0.15548765659332275
20,2150,0.17405639588832855
20,2160,0.16871845722198486
20,2170,0.2963353991508484
20,2180,0.3481330871582031
20,2190,0.20602822303771973
20,2200,0.14967826008796692
20,2210,0.15547940135002136
20,2220,0.14844386279582977
20,2230,0.1493128091096878
20,2240,0.15403518080711365
20,2250,0.16003304719924927
20,2260,0.16096805036067963
20,2270,0.16281895339488983
20,2280,0.15311211347579956
20,2290,0.15597248077392578
20,2300,0.15503187477588654
20,2310,0.16643117368221283
20,2320,0.20521487295627594
20,2330,0.3294541537761688
20,2340,0.18060415983200073
20,2350,0.22783473134040833
20,2360,0.30381670594215393
20,2370,0.3518833518028259
20,2380,0.27083081007003784
20,2390,0.1520300954580307
20,2400,0.1748947650194168
20,2410,0.2555896043777466
20,2420,0.19182464480400085
20,2430,0.194889634847641
20,2440,0.14453187584877014
20,2450,0.17770101130008698
21,2100,0.18172341585159302
21,2110,0.3278753161430359
21,2120,0.3519079089164734
21,2130,0.4386672377586365
21,2140,0.35330265760421753
21,2150,0.3139433264732361
21,2160,0.6294983625411987
21,2170,0.1894955039024353
21,2180,0.15200042724609375
21,2190,0.14907214045524597
21,2200,0.23772212862968445
21,2210,0.40525367856025696
21,2220,0.4825979173183441
21,2230,1.189020037651062
21,2240,1.2084659337997437
21,2250,0.36172914505004883
21,2260,0.31206005811691284
21,2270,0.16673773527145386
21,2280,0.2433663010597229
21,2290,0.9775981307029724
21,2300,1.2311002016067505
21,2310,0.1985878348350525
21,2320,0.2769370675086975
21,2330,0.14326168596744537
21,2340,0.3355313241481781
21,2350,0.35035261511802673
21,2360,0.5777090787887573
21,2370,0.4795120358467102
21,2380,0.22984735667705536
21,2390,0.2116076946258545
21,2400,0.2698742747306824
21,2410,0.30167949199676514
21,2420,0.20343220233917236
21,2430,0.27506715059280396
21,2440,0.20550338923931122
21,2450,0.14676439762115479
21,2460,0.19201341271400452
21,2470,0.42043477296829224
21,2480,0.1898464411497116
21,2490,0.31194770336151123
21,2500,0.6238086223602295
21,2510,0.7828531861305237
21,2520,0.2008177787065506
21,2530,0.22638626396656036
21,2540,0.1397278606891632
21,2550,0.1441345363855362
22,2200,0.14277586340904236
22,2210,0.14991232752799988
22,2220,0.1602480113506317
22,2230,0.24492937326431274
22,2240,0.1614539474248886
22,2250,0.18436488509178162
22,2260,0.5875864624977112
22,2270,0.29546427726745605
22,2280,0.3676998019218445
22,2290,0.139858677983284
22,2300,0.13890604674816132
22,2310,0.13792957365512848
22,2320,0.136360764503479
22,2330,0.2781963050365448
22,2340,4.252985954284668
22,2350,0.25284290313720703
22,2360,0.16020074486732483
22,2370,0.14214304089546204
22,2380,0.1509489119052887
22,2390,0.15504616498947144
22,2400,0.38003647327423096
22,2410,0.5478638410568237
22,2420,0.36653631925582886
22,2430,0.9257503151893616
22,2440,0.5523553490638733
22,2450,0.2103499174118042
22,2460,0.1755792498588562
22,2470,0.18334448337554932
22,2480,0.16992522776126862
22,2490,0.14083249866962433
22,2500,0.13684041798114777
